concepts,phrases,cosine similarity
dexa,dexa results,0.8146724104881287
dexa,dexa test,0.7932204008102417
dexa,mg dexa test,0.6695841550827026
bone density,bone density from the previous dexa,0.7654867172241211
bone density,bone density from the previous dexa scan,0.7291322946548462
normal ranges,normal ranges for esr,0.6740920543670654
endocrine,endocrine doc,0.7628148794174194
endocrine,endocrine doctor,0.7200363874435425
endocrine,endocrine disruptions,0.7106753587722778
calorie,calorie burn,0.6918962001800537
calorie,calorie burn from exercise,0.4475746154785156
magic,magic answer,0.7635484933853149
magic,magic solution,0.6676970720291138
magic,magic on the rea,0.5688826441764832
hbsag,hbsag screen,0.7420567274093628
load,trouble load,0.7641396522521973
load,worth of load,0.6823470592498779
load,load of problems,0.587532639503479
load,load noises,0.5184447765350342
load,load factors,0.5139671564102173
load,load of nuts,0.4987691044807434
load,load stomach,0.49186575412750244
load,200kgs worth of load,0.471155047416687
load,load stomach noises,0.32071104645729065
urology,urology at the hospital,0.8000426292419434
urology,urology referral,0.7949198484420776
urology,2ww urology,0.7419885396957397
urology,2ww urology referral,0.7024188041687012
xanax,benzos xanax,0.8598939180374146
xanax,mg of xanax,0.7106170058250427
normal range,normal range-1.5-7.6,0.8630257844924927
normal range,normal range last time,0.8118023872375488
normal range,normal range with the doctor,0.7652983665466309
normal range,normal range during the day,0.7471351027488708
normal range,normal range deficiency,0.688420295715332
normal range,normal range on 25th march,0.6057740449905396
dhea,dhea -s,0.8607982397079468
dhea,dhea test,0.7678930163383484
dhea,dhea numbers,0.763216495513916
dhea,dhea medications,0.7443568110466003
dhea,dhea -s levels,0.7417708039283752
dhea,coristol dhea,0.7090305685997009
dhea,coristol dhea medications,0.5551671981811523
bloods,bloods today,0.7909722328186035
bloods,endless bloods,0.777402400970459
bloods,bloods yesterday,0.7727224826812744
bloods,lots of bloods,0.7412367463111877
bloods,loads of bloods,0.7410731911659241
bloods,bloods tests,0.7015343308448792
bloods,bloods results,0.6939157843589783
bloods,bloods last week,0.6634597182273865
bloods,bloods in jan,0.6168701648712158
hpa,hpa axis,0.6666305661201477
hpa,hpa axis suppression,0.5156028866767883
autonomic,autonomic profiles,0.7524592876434326
autonomic,hr autonomic profiles,0.5963746309280396
benign tumor,cm benign tumor,0.8144819736480713
benign tumor,benign tumor marker,0.8059948682785034
london,london uk,0.9428377151489258
london,royal london,0.8469724059104919
london,otherside of london,0.7252757549285889
london,lobo in london,0.6199432611465454
london,accountancy in london,0.5590022802352905
london,london surgeon,0.5580323934555054
london,melvin lobo in london,0.4048181176185608
london,dr. melvin lobo in london,0.3268594741821289
clean,clean person,0.6672204732894897
clean,clean last year,0.6620269417762756
clean,clean bill,0.6030246019363403
clean,clean tools of course,0.5633045434951782
clean,clean brain,0.5592284202575684
clean,clean eating,0.5531507730484009
clean,clean tests,0.5426642298698425
clean,clean surfaces,0.5409755706787109
clean,clean new start,0.5374622344970703
fast food,fast food restaurant,0.8164950609207153
fast food,fast food junkies,0.7899293899536133
fast food,fast food burger,0.7552847862243652
fast food,fast food chain,0.7267626523971558
confidence,confidence at work,0.7759629487991333
confidence,utmost confidence,0.7714537382125854
confidence,confidence in dr.,0.6717956066131592
confidence,confidence in the nhs,0.6358440518379211
confidence,utmost confidence in dr.,0.5291000008583069
confidence,confidence in dr. stepp,0.4990175664424896
confidence,utmost confidence in dr. stepp,0.4104449450969696
dairy,regard dairy,0.8781099915504456
dairy,dairy except lots,0.8598870635032654
dairy,dairy in the form,0.8473182320594788
dairy,dairy for other reasons,0.8432367444038391
dairy,wonderful dairy,0.8136177062988281
dairy,dairy for the past few days,0.7997152805328369
dairy,dairy in the form of butter,0.7648445963859558
dairy,dairy free alternatives,0.7623848915100098
dairy,reactions to dairy,0.7496781349182129
viral load,viral load factors,0.8815546631813049
viral load,kpsmy viral load,0.7364805936813354
toxic hepatitis,toxic hepatitis with liver,0.9401909112930298
toxic hepatitis,toxic hepatitis with liver enzymes,0.8769091963768005
initial,initial state,0.7734778523445129
initial,initial reaction,0.6920977830886841
initial,initial test,0.6896961331367493
initial,initial lot,0.6814720034599304
initial,initial few seconds,0.6608694791793823
initial,initial bout,0.6514440774917603
initial,initial assumption,0.6428157091140747
initial,initial rush,0.6416560411453247
initial,initial observations,0.6342641711235046
beginning,trouble beginning,0.7558574080467224
beginning,beginning of time,0.7029874324798584
beginning,beginning today,0.6861077547073364
beginning,beginning stage,0.6590848565101624
beginning,beginning of this yr,0.6497184038162231
beginning,beginning bu,0.6494835615158081
beginning,beginning of the day,0.6460328102111816
beginning,beginning stages,0.6241487860679626
beginning,beginning of the year,0.6007351279258728
fourth,fourth baby,0.7171677350997925
fourth,fourth toes,0.658768892288208
fourth,fourth day,0.6182985305786133
fourth,fourth medication,0.5769427418708801
fourth,fourth- generation,0.5340360403060913
fourth,fourth vedolizumab,0.5268187522888184
fourth,fourth day flow,0.49185287952423096
fourth,fourth baby in november,0.4794793128967285
fourth,fourth- generation testing,0.3577140271663666
sixth,sixth day,0.6788688898086548
sixth,sixth week blood,0.44357675313949585
sixth,sixth week blood test,0.3429265022277832
above,above help,0.7219225168228149
above,above side,0.606570839881897
above,above issues,0.549288272857666
above,above complaint,0.5463510155677795
above,above tests,0.5235523581504822
above,above reasons,0.48896026611328125
above,above procedure,0.4806073307991028
above,above condition,0.4522690176963806
above,above pill,0.4403618574142456
reassuring,reassuring advice,0.7758176326751709
reassuring,reassuring posts,0.6973636746406555
reassuring,reassuring posts on this forum,0.591894805431366
team,team games,0.6838204860687256
team,amazing team,0.6440516710281372
team,team at hospital,0.6212748885154724
team,gi team,0.6190303564071655
team,team of doctors,0.5779301524162292
team,team at oxford,0.5361626744270325
team,team of dentists,0.5009270906448364
team,team at hospital in november,0.4893374443054199
community,community of people,0.8532739877700806
community,community members,0.8081855773925781
community,wonderful community,0.7060694694519043
community,community center,0.7018896341323853
message,up message,0.776261568069458
message,message board,0.653401255607605
message,message boards,0.5645291805267334
message,fs message,0.5473840832710266
message,fs message boards,0.44299060106277466
transplant,transplant kidney,0.7882399559020996
transplant,transplant on the 3rd july,0.750512957572937
transplant,meniscal transplant,0.6205716729164124
indigestion,indigestion feeling,0.857162594795227
indigestion,indigestion type,0.846277117729187
indigestion,indigestion type symptoms,0.71586012840271
after surgery,issues after surgery,0.7008910775184631
laparoscopic,laparoscopic gallbladder surgery,0.7581568956375122
laparoscopic,laparoscopic gallbladder,0.7447361946105957
robotic surgery,vinci robotic surgery,0.7455715537071228
surgeries,other surgeries,0.9345276951789856
surgeries,surgeries in the past,0.9225842952728271
surgeries,other surgeries in the past,0.8914843797683716
surgeries,unnecessary surgeries,0.8805698156356812
surgeries,surgeries last year,0.8475362658500671
surgeries,surgeries nurse,0.7445602416992188
surgeries,surgeries via las,0.721380352973938
surgeries,surgeries for cm1,0.6878613233566284
surgeries,surgeries nurse practitioner,0.6842928528785706
hernias,hiatial hernias,0.8063714504241943
hernias,hernias to the right,0.8040854334831238
cut,tiny cut,0.7656273245811462
cut,huge cut,0.7542760968208313
cut,cut off point,0.6480875015258789
cut,verical cut,0.6333811283111572
cut,cut under the bust,0.5817064046859741
cut,cut lenses,0.5671859979629517
cut,cut around the nipples,0.5475990772247314
cut,cut coating,0.5439685583114624
cut,cut lenses with a little bit,0.5130488872528076
syringe,syringe with no needle,0.810938835144043
syringe,sizeable syringe,0.7703380584716797
syringe,syringe plunger,0.7490447759628296
cotton,cotton bud,0.8153798580169678
cotton,cotton shirt,0.8065653443336487
cotton,cotton pad,0.7648041248321533
cotton,cotton panties,0.7586065530776978
cotton,cotton mouth,0.7464008331298828
cotton,cotton underwear,0.7341483235359192
cotton,cotton boxers,0.7201665639877319
cotton,cotton gloves,0.6983046531677246
cotton,cotton tape,0.6637955904006958
spread,spread from the foot,0.6442264914512634
spread,spread of covid,0.5268176198005676
bank,bank details,0.7930254936218262
bank,bank at the hospital,0.7513629794120789
image,graphic image,0.772618293762207
image,thanks image,0.6004167199134827
image,image with the bigger orange thing,0.582831859588623
image,image with the tiny orange thing,0.5722997188568115
image,image of head,0.5607961416244507
image,image warning,0.5384020209312439
image,graphic image warning,0.46242982149124146
image,thanks image of head,0.43665811419487
image,image of head in july,0.42419523000717163
exogenous,exogenous cushings syndrome,0.369490385055542
exogenous,exogenous cushings syndrome with hpa,0.20624950528144836
exogenous,exogenous cushings syndrome with hpa axis,0.19099316000938416
exogenous,exogenous cushings syndrome with hpa axis suppression,0.13650065660476685
fluticasone,fluticasone steroid in seretide,0.5812551975250244
fluticasone,fluticasone steroid in seretide for asthma,0.5175096988677979
seretide,seretide to combisol,0.6466269493103027
psychosis,particular psychosis,0.9165069460868835
psychosis,psychosis asim,0.7956070899963379
psychosis,reactions in particular psychosis,0.7826443910598755
social,social aspect,0.7388393878936768
social,social situations,0.7015259265899658
social,social drink,0.6931350231170654
social,social spaces,0.6672195196151733
social,social rudeness,0.6216878890991211
social,social judgement,0.6122086048126221
social,social housing,0.6105204820632935
social,social drink with friends,0.5431118011474609
social,social spaces like buses,0.5082591772079468
true,true help,0.5632765293121338
true,true advice,0.4589126706123352
true,true test,0.40528059005737305
true,true low level,0.34801197052001953
true,true joy,0.2757141888141632
true,true beginning,0.24007391929626465
true,true hernias,0.23265329003334045
true,true deep relationship,0.2306208610534668
true,true propranolol,0.22905851900577545
av node,av node ablation,0.6339809894561768
standing,standing problem,0.8249229788780212
standing,standing x,0.7795540690422058
standing,strange standing,0.7771163582801819
standing,standing table,0.6759505271911621
standing,standing heart,0.6731668710708618
standing,standing desk,0.6577121615409851
standing,standing desk for work,0.5646387338638306
standing,standing x ray,0.5565842986106873
standing,standing heart rate,0.5429040193557739
majority,majority of the time,0.6799118518829346
majority,majority of this year,0.6580874919891357
majority,majority of these posts,0.6423779129981995
majority,majority of patients,0.5523604154586792
majority,majority of the gfr,0.5383299589157104
majority,majority of the test,0.5344453454017639
majority,majority of the pain,0.5224533677101135
majority,majority of the gfr numbers,0.2933044135570526
majority,majority of the pain general discomfort,0.2733052968978882
sexual intercourse,sexual intercourse experience,0.8380908966064453
sexual intercourse,sexual intercourse with a female,0.8110123872756958
intercourse,intercourse experience,0.8354226350784302
intercourse,intercourse with a guy,0.7518659234046936
intercourse,intercourse with the symptoms,0.681083083152771
support,other support,0.8485172986984253
support,terms of support,0.7524007558822632
support,enough support,0.7381698489189148
support,support health,0.7352929711341858
support,fantastic support,0.7327762842178345
support,support machine,0.7278603315353394
support,support association,0.7147750854492188
support,support stories,0.7028312087059021
support,support department,0.6767016649246216
hormone therapy,hormone therapy drug,0.92122483253479
hormone therapy,hormone therapy drug anastrozole,0.6335616707801819
urine collections,urine collections,1.0000003576278687
scapula,scapula biceps,0.7047725915908813
scapula,sharpness of the scapula,0.6825026273727417
scapula,scapula shoulder pains,0.6748892068862915
scapula,scapula biceps pain,0.6292678713798523
minus,minus alcohol,0.5664546489715576
cup,cup water,0.774621844291687
cup,b/c cup,0.7142970561981201
cup,cup of tea,0.6680991649627686
cup,cup after the operation,0.6655135154724121
cup,specimin cup,0.6447644233703613
cup,cup of bloody maroon,0.6393288373947144
cup,b/c cup after the operation,0.5520569682121277
cup,cup of tea after the procedure,0.3631332814693451
chest x-ray,chest x-ray in december,0.8291199207305908
chest x-ray,chest x-ray normal ct,0.8031984567642212
chest x-ray,chest x-ray normal ct angiogram,0.7259609699249268
viral,obvious viral,0.8393526673316956
viral,viral problem,0.8091102242469788
viral,viral stopper,0.7046642899513245
viral,viral fatigue,0.59171062707901
viral,viral stopper for the body,0.583713710308075
viral,anti-viral herb,0.5300521850585938
viral,viral fatigue syndrome,0.47869789600372314
viral,viral-induced intracranial hypertension,0.42809200286865234
unprotected sex,unprotected sex with a female,0.8873443603515625
unprotected sex,unprotected sex with a new partner,0.8120886087417603
unprotected sex,unprotected sex on the 7th,0.7563021779060364
unprotected sex,unprotected sex on the 7th of this month,0.7401412725448608
unprotected sex,unprotected sex with csw,0.7356088757514954
unprotected sex,unprotected sex march,0.729580283164978
unprotected sex,unprotected sex march 20th,0.7144891023635864
unprotected sex,unprotected sex with csw in new delhi,0.6410122513771057
sex,sex way,0.7593599557876587
sex,sex life,0.7423515915870667
sex,regards to sex,0.7390950918197632
sex,sex toy,0.7210760116577148
sex,sex with husband,0.7030937671661377
sex,uncomfortable sex,0.6969383955001831
sex,sex in years,0.6897526979446411
sex,rough sex,0.6754751801490784
sex,sex yesterday,0.6715908050537109
russian,russian girl,0.7378613352775574
russian,russian roulette,0.5524448156356812
clia,clia method test,0.6109178066253662
clia,clia method test for hiv1,0.4280463457107544
method test,method test for hiv1,0.4969686269760132
hiv2,hiv2 on 42nd day from exposure,0.624623715877533
max,cm max,0.7015589475631714
max,x4 max,0.6500546336174011
max,zim's max,0.6431337594985962
max,max freeze,0.6309560537338257
max,max hr,0.6248112320899963
max,max strength,0.6216226816177368
max,max dose,0.6100966334342957
max,max per day,0.5590057969093323
max,mg x4 max,0.49663180112838745
hcv,hcv igm test,0.6564137935638428
hcv,hcv negative investigationobserved value units herpes,0.6406044960021973
hcv,hcv negative investigationobserved value units herpes simplex virus,0.6231042146682739
hcv,hcv negative investigationobserved value units herpes simplex,0.601889967918396
hcv,hcv igm test value,0.5847561359405518
hcv,hcv negative investigationobserved value,0.5614453554153442
hcv,hcv negative investigationobserved value units,0.5489215850830078
igm,igm test value,0.6587526798248291
elisa,elisa test,0.7293370962142944
elisa,elisa method duo,0.6664170026779175
elisa,elisa test for antibodies,0.6247806549072266
elisa,elisa method duo test,0.5327175259590149
elisa,elisa method duo test on 19th july,0.5088366270065308
elisa,elisa test for antibodies for hiv1,0.4934505224227905
duo,biretix duo,0.6124619245529175
duo,duo test on 19th july,0.46739232540130615
july,july 1st,0.8980233669281006
july,july 29th,0.8935906887054443
july,july 3rd,0.8810819983482361
july,3rd july,0.8725975751876831
july,july 30th,0.8658434152603149
july,july of this year,0.8593934774398804
july,16th july,0.8531481027603149
july,21st of july,0.8517094254493713
july,22nd july,0.8498876094818115
rna,rna testing,0.7781038880348206
rna,rna on 92nd day post,0.6729615926742554
rna,rna on 92nd day post exposure,0.5867190957069397
antibodies,antibodies medications,0.7462641000747681
antibodies,antibodies to infliximab,0.6353285908699036
antibodies,antibodies medications like consetyx,0.6165874600410461
antibodies,antibodies to helminths,0.6099860668182373
profile,profile anti,0.7422612905502319
profile,profile hbs,0.6472273468971252
profile,profile hbs ag,0.5514276027679443
profile,b profile hbs,0.5335096120834351
profile,b profile hbs ag,0.4784679412841797
profile,profile hbs ag negative profile,0.43772780895233154
profile,b profile hbs ag negative profile,0.4079228639602661
profile,profile anti hcv,0.36721858382225037
profile,profile hbs ag negative profile anti,0.3282713294029236
hbs ag,hbs ag negative profile,0.6415663957595825
hbs ag,hbs ag negative profile anti,0.616899847984314
hbs ag,hbs ag negative profile anti hcv,0.5052685737609863
anti hcv,anti hcv negative investigationobserved value,0.6932202577590942
anti hcv,anti hcv negative investigationobserved value units herpes,0.691143274307251
anti hcv,anti hcv negative investigationobserved value units,0.6871954202651978
anti hcv,anti hcv negative investigationobserved value units herpes simplex,0.6568830013275146
value,value present,0.8485687971115112
value,value stuff,0.8138806223869324
value,value of numbers,0.709419846534729
value,value units,0.7002081274986267
value,dl value,0.5734716653823853
value,value vitamin,0.5292160511016846
value,dl value present,0.5262126326560974
value,investigationobserved value units,0.4633482098579407
value,value units herpes,0.45843803882598877
units,units at the highest point,0.6562541723251343
units,units of alcohol,0.633110523223877
units,units per week,0.6019587516784668
units,units herpes simplex,0.5125712752342224
units,units herpes simplex virus,0.4320368766784668
herpes simplex,ai herpes simplex,0.8971408605575562
herpes simplex virus,ai herpes simplex virus,0.9162831902503967
exposure,exposure for a baby,0.6082153916358948
wife,beautiful wife,0.7570492029190063
wife,wife at night,0.7230112552642822
wife,wife in pain,0.6566036939620972
wife,rockstar wife,0.6079291105270386
wife,wife valerie,0.5882421731948853
wife,wife in pain everyday,0.5572248697280884
wife,wife with the early stages,0.5102975368499756
wife,wife with the early stages of alzheimers,0.4088561236858368
future,future changes,0.7962327003479004
future,future back,0.7762606143951416
future,future q&a,0.7395628690719604
future,prospect of the future,0.7318102717399597
future,future prospects,0.7276595234870911
future,future issues,0.7249869108200073
future,foreseeable future,0.7219130992889404
future,future as each day,0.6870306730270386
future,dark future,0.6724373698234558
blood transfusion,blood transfusion in the late 80's,0.8352687358856201
score,score with no indication,0.7222197651863098
score,score across the board,0.7086340188980103
score,drastic score,0.664844274520874
score,aua score,0.6387100219726562
score,score of 13ng,0.6306906938552856
score,score with no indication of infraction,0.548930287361145
score,f2 metavir score,0.4832073152065277
score,a2 metavir score,0.4646095037460327
minimal fibrosis,minimal fibrosis,1.000000238418579
minimal fibrosis,minimal fibrosis i'm,0.9294966459274292
minimal fibrosis,minimal fibrosis hep c,0.7427686452865601
minimal fibrosis,minimal fibrosis hep c activity,0.5947951078414917
vics,vics vapour rub,0.597062349319458
left shoulder,left shoulder blade,0.8442641496658325
lansoprazole,lansoprazole for the stomach,0.8333618640899658
lansoprazole,lansoprazole for the stomach problems,0.8080801367759705
stamina,intellectual stamina,0.7597541213035583
goose,goose chase with these tests,0.5585938692092896
heavy weight,heavy weight for a long time,0.7121491432189941
heavy weight,heavy weight training,0.6367677450180054
heavy weights,heavy weights in the gym,0.8160527348518372
plastic,plastic feel,0.8408808708190918
plastic,plastic cover,0.7315850257873535
plastic,plastic pants,0.7019927501678467
plastic,plastic covers,0.6663782596588135
plastic,plastic sheeting,0.607103705406189
presence,presence of blood,0.5366131067276001
presence,presence of the foley,0.3673282265663147
presence,presence of hemoglobin,0.22265847027301788
presence,presence of a white coating near the entrance,0.1536540687084198
presence,presence of a white coating,0.13489186763763428
options,other options,0.801592230796814
options,options for treatment,0.41214537620544434
options,other options for a pure tissue,0.29253941774368286
options,options for a pure tissue,0.2810238301753998
options,options for treatment of some cardiac issues,0.2642628252506256
options,options for hemmorhoids,0.2585717439651489
options,other options for a pure tissue repair,0.20805197954177856
options,options for a pure tissue repair,0.20642608404159546
options,options of cyclosporine,0.18940694630146027
jones,sue jones,0.6940087080001831
tissue repair,tissue repair in the uk,0.8255414962768555
medical records,medical records from all the way,0.8789195418357849
records,records post,0.7829866409301758
records,records dept,0.741466224193573
records,records suspect,0.7189486622810364
records,records post mortem,0.7057393789291382
panel,panel work,0.8481029272079468
panel,panel test,0.6623250246047974
panel,panel blood,0.6195578575134277
panel,metobolic panel,0.5396783351898193
panel,panel blood tests,0.42102140188217163
wits,wits end with regards,0.581540048122406
wits,wits end with the pain,0.5433241128921509
wits,wits end with this disease,0.5324442982673645
wits,wits end with regards to the causes,0.4152311086654663
kpa,kpa with a viral load,0.6481965184211731
version,version of the same thing,0.6576364636421204
version,version of the side,0.5845286846160889
version,unflavored version,0.5335071086883545
version,milder version,0.5177654027938843
version,version of the drug,0.4865134358406067
version,version of hell,0.4763425588607788
version,version of the study,0.4198760390281677
version,version of the side pain,0.37922900915145874
version,version of the side pain at the time,0.2948285937309265
fir,least fir,0.7684180736541748
fir,mg fir,0.6394461393356323
fir,fir few weeks,0.5079292058944702
fir,fir few months,0.4548937678337097
adverse effects,adverse effects from the progesterone,0.4845699667930603
adverse effects,adverse effects from the progesterone injections,0.4806309938430786
clothes,clothes in vinegar,0.6536018252372742
summer,summer job,0.8308863043785095
summer,summer heat,0.8043385744094849
summer,summer plans,0.801846981048584
summer,summer last year,0.7831150889396667
location,location of the pain,0.488101065158844
location,location with no new signs,0.4570028781890869
location,location for stress,0.40744757652282715
location,location of the inflammation,0.3124217092990875
location,location for stress test,0.3054434657096863
location,location with no new signs of a tumor,0.30188384652137756
bloating,super bloating,0.8781847357749939
bloating,uncomfortable bloating,0.8433943390846252
bloating,bloating pain,0.7950150966644287
bloating,bloating in the belly,0.7553205490112305
bloating,bloating on these pills,0.7057458162307739
bloating,bloating cramping,0.7004072666168213
bloating,bloating around bra,0.6425034999847412
bloating,bloating cramping pain,0.6224491596221924
bloating,bloating around bra line,0.5620795488357544
appointments,lots of appointments,0.8710327744483948
appointments,appointments with doctors,0.8265511989593506
appointments,appointments tests,0.8155714273452759
appointments,gp appointments,0.813944935798645
appointments,appointments tomorrow,0.8138153553009033
appointments,appointments for the next week,0.8100020885467529
appointments,appointments to patient access,0.7888490557670593
appointments,appointments in another section,0.7692920565605164
appointments,appointments with different doctors,0.7323054075241089
mayo,mayo tomorrow,0.7729343771934509
mayo,mayo hospital,0.6849766969680786
mayo,mayo clinic in jacksonville,0.5313888788223267
mayo,mayo hospital in phoenix,0.5171594023704529
clinic,clinic at the hospital,0.9016683101654053
clinic,clinic in the hospital,0.8825609683990479
clinic,clinic dr.,0.8345983028411865
clinic,clinic appointment,0.831704318523407
clinic,clinic yesterday,0.8280000686645508
clinic,clinic for a condition,0.8057510256767273
clinic,gp clinic,0.797522783279419
clinic,clinic in london,0.7940284609794617
clinic,e.n. t.clinic,0.7587881684303284
tuesday,tuesday morning,0.8783453702926636
tuesday,tuesday evening,0.8699648380279541
tuesday,tuesday to the saturday,0.8372142910957336
tuesday,tuesday night,0.8278031349182129
tuesday,tuesday early evening,0.8228875398635864
tuesday,tuesday october,0.7991534471511841
tuesday,tuesday early evening through wednesday,0.7982518672943115
tuesday,tuesday 24th august,0.7570850849151611
tuesday,tuesday morning of 28th april,0.7541747689247131
stool softener,coloxyl stool softener,0.8971391320228577
stool softener,stool softener like colace,0.8956765532493591
stool softener,stool softener for daily bowel maintenance,0.8708434104919434
stool softener,stool softener for daily bowel,0.8599294424057007
stool softener,stool softener pills,0.8518871068954468
stool softener,coloxyl stool softener for daily bowel maintenance,0.8241015672683716
stool softener,coloxyl stool softener for daily bowel,0.8112639784812927
stool softener,stool softener pills post op,0.799826979637146
stool softener,stool softener pills post,0.7989237904548645
jobs,other jobs,0.8341109752655029
jobs,jobs around the home,0.6287832260131836
lower abdomen,lower abdomen ultrasound,0.7849792242050171
lower abdomen,lower abdomen before bowel,0.7722861766815186
lower abdomen,lower abdomen before bowel movements,0.7537754774093628
excruciating,excruciating leg,0.5920205116271973
excruciating,excruciating rib,0.5782928466796875
excruciating,excruciating headache,0.47775769233703613
excruciating,excruciating coughing,0.38756901025772095
excruciating,excruciating rib pain,0.33045363426208496
excruciating,excruciating back pain,0.2979564368724823
excruciating,excruciating shoulder pain,0.29446539282798767
excruciating,excruciating coughing pain,0.260215699672699
kid,stupid kid,0.7238103151321411
kid,youngest kid,0.5676437020301819
kid,kid of strategy,0.5403435230255127
kid,chores as a kid,0.3634108901023865
tightness,tightness returns,0.8023668527603149
tightness,tightness in the chest,0.7395148277282715
tightness,tightness on the left side,0.7245614528656006
tightness,tightness in the medial side,0.6996389031410217
tightness,tightness in the neck,0.6988898515701294
tightness,tightness chattering,0.6933526992797852
tightness,tightness in stomach,0.6902432441711426
tightness,tightness in neck,0.6750634908676147
tightness,tightness in chess,0.6625422835350037
concern,necessary concern,0.7946791648864746
concern,biggest concern,0.7746727466583252
concern,concern of this new burning,0.3260863423347473
concern,concern about bones,0.31205135583877563
concern,concern of this new burning feeling,0.2910512387752533
concern,concern for a csf,0.27650827169418335
concern,concern of vasculitis,0.21667632460594177
concern,concern for a csf leak,0.16702482104301453
bearing down,bearing down pressure in the abdomine,0.35328209400177
anticipation,anticipation terry,0.6903031468391418
anticipation,anticipation of surgery,0.6164193153381348
anticipation,thanks in anticipation terry,0.3091142773628235
phantom,phantom palsy,0.618618369102478
phantom,phantom tooth pain,0.48424839973449707
tooth pain,tooth pain abscess,0.7889018058776855
dosulepin,dosulepin with vitamin b12,0.5558191537857056
dosulepin,dosulepin with vitamin b12 supplements,0.5473724603652954
nerve block,nerve block to no avail,0.8354517221450806
nerve block,multicranial nerve block,0.7786070108413696
nerve block,nerve block next week,0.7749708890914917
nerve block,pundendal nerve block,0.7671558856964111
nerve block,nerve block before surgery,0.7358354330062866
nerve block,pundendal nerve block to no avail,0.672640323638916
block,block to no avail,0.7793977856636047
block,block in a few seconds,0.7342415452003479
block,block next week,0.73397296667099
block,block injection,0.6545488834381104
block,block by tissue,0.5536817312240601
block,block injection feb,0.5422989726066589
block,block of lead,0.5283358097076416
block,block before surgery,0.45649009943008423
cases,such cases,0.8488900065422058
cases,thousands of cases,0.7220005989074707
cases,cases of pe,0.521793007850647
cases,cases of interal,0.5201817750930786
cases,remainder of cases,0.5186234712600708
cases,cases of arthritis,0.46865102648735046
cases,cases of toxicity,0.3780677914619446
cases,cases of high blood,0.37748849391937256
cases,cases of chronic illness,0.37196505069732666
gum,gum problems,0.7779158353805542
gum,gum ailment,0.7404520511627197
gum,gum specialist,0.7366254329681396
gum,gum staff,0.7191811800003052
gum,gum clinic,0.7015991806983948
gum,gum for thrush,0.685322642326355
gum,gum for thrush at the time,0.647535502910614
gum,gum staff over the phone,0.5986810922622681
temple,temple to temple,0.924220860004425
temple,temple region,0.8231697082519531
temple,temple area on that side,0.7146854400634766
temple,temple tension,0.695989727973938
temple,temple pulpitating,0.6001794934272766
form,other form,0.8334143161773682
form,form. greetings,0.7539982795715332
form,plain form,0.7158334851264954
form,form through special order,0.62559574842453
form,form others,0.6015949249267578
form,form april,0.5499700307846069
form,form of back,0.5437948703765869
form,form of income,0.5361604690551758
form,plain form through special order,0.5235549211502075
nurses,nurses on the grounds,0.7691848278045654
nurses,district nurses,0.7490073442459106
nurses,district nurses on the grounds,0.6421979665756226
morphine,morphine injections,0.8416810035705566
morphine,morphine patch,0.8217854499816895
morphine,morphine by gp,0.7793729305267334
morphine,morphine shots for the pain,0.7700714468955994
morphine,morphine per day,0.7289164066314697
shots,shots of pain,0.6760625839233398
shots,shots next week,0.6618286371231079
shots,shots over the last month,0.6473440527915955
shots,shots of vit,0.6061301827430725
shots,shots of red-ex,0.5421920418739319
shots,shots in the lower spine,0.5326573848724365
shots,shots of pain in various parts,0.5066112279891968
shots,shots in the lower spine area,0.4718446433544159
shots,shots of vit b12,0.44985371828079224
shocking,shocking bubbling,0.44564294815063477
vitamin b,vitamin b supplements,0.8749924898147583
vitamin b,vitamin b suplements,0.7545292377471924
b complex,b complex d3,0.6998622417449951
option,option except surgery,0.4493415951728821
option,option of surgery,0.4154266119003296
option,option for lpr,0.2763489782810211
option,option of anesthesia,0.270163357257843
episode of,episode of dr.,0.6919785737991333
episode of,episode of dr. house,0.6325480937957764
episode of,episode of withdrawal,0.600726306438446
episode of,episode of reflux,0.5899403691291809
episode of,episode of af,0.5885504484176636
episode of,xxl episode of dr.,0.5710597038269043
episode of,xxl episode of dr. house,0.5643865466117859
episode of,episode of dr. house with no end,0.520897388458252
episode of,xxl episode of dr. house with no end,0.4982622563838959
floods,floods of tears,0.7451862096786499
floods,a&e in floods of tears,0.5964841842651367
external,external opening,0.6249826550483704
external,external factors,0.5769293308258057
external,external hem,0.5441039800643921
external,external sphincter,0.5118122696876526
external,external stimulus,0.5115591287612915
external,external hems,0.49090999364852905
external,external cotton,0.4502478837966919
external,external cotton wool,0.4032192826271057
external,external stitches,0.39236289262771606
nearby,nearby restaurant,0.6943285465240479
nearby,nearby bench,0.5560315251350403
source,source of the problem,0.5574921369552612
source,source of pain,0.3417196273803711
source,source of happiness,0.3376162052154541
source,source for malassezia,0.3153572976589203
source,source of annoyance,0.30802640318870544
source,source of dread,0.2680956721305847
source,source of diazepam,0.2305719256401062
source,source of stress,0.19800065457820892
source,source of both joint pains,0.12884117662906647
since,way since childhood,0.617111325263977
since,periods since that time,0.5430665016174316
since,sw since the end,0.44323545694351196
since,probs since start,0.4324353337287903
since,dr since coronavirus,0.40311694145202637
since,sessions since november,0.3861183524131775
since,reuteri since saturday,0.37712088227272034
since,sw since the end of feb,0.37411969900131226
since,losarten since november,0.37110352516174316
wait,scary wait,0.6860417127609253
wait,wait call,0.552300214767456
wait,faster wait,0.5413837432861328
